Vivado Simulator 2018.1
Time resolution is 1 ps
 Time Clk Rstb Valid Ready Last Data
    1100.0ns 0 0 0 1 0 00000000000000000000000000000000
    1150.0ns 1 0 0 1 0 00000000000000000000000000000000
    1200.0ns 0 0 0 1 0 00000000000000000000000000000000
    1250.0ns 1 0 0 1 0 00000000000000000000000000000000
    1300.0ns 0 0 0 1 0 00000000000000000000000000000000
    1350.0ns 1 0 0 1 0 00000000000000000000000000000000
    1400.0ns 0 0 0 1 0 00000000000000000000000000000000
    1450.0ns 1 0 0 1 0 00000000000000000000000000000000
    1500.0ns 0 0 0 1 0 00000000000000000000000000000000
    1550.0ns 1 0 0 1 0 00000000000000000000000000000000
    1600.0ns 0 0 0 1 0 00000000000000000000000000000000
    1650.0ns 1 0 0 1 0 00000000000000000000000000000000
    1700.0ns 0 0 0 1 0 00000000000000000000000000000000
    1750.0ns 1 0 0 1 0 00000000000000000000000000000000
    1800.0ns 0 0 0 1 0 00000000000000000000000000000000
    1850.0ns 1 0 0 1 0 00000000000000000000000000000000
    1900.0ns 0 0 0 1 0 00000000000000000000000000000000
    1950.0ns 1 0 0 1 0 00000000000000000000000000000000
    2000.0ns 0 1 0 1 0 00000000000000000000000000000000
    2050.0ns 1 1 0 1 0 00000000000000000000000000000000
    2100.0ns 0 1 0 1 0 00000000000000000000000000000000
    2150.0ns 1 1 0 1 0 00000000000000000000000000000000
    2200.0ns 0 1 0 1 0 00000000000000000000000000000000
    2250.0ns 1 1 0 1 0 00000000000000000000000000000000
    2300.0ns 0 1 0 1 0 00000000000000000000000000000000
    2350.0ns 1 1 0 1 0 00000000000000000000000000000000
    2400.0ns 0 1 0 1 0 00000000000000000000000000000000
    2450.0ns 1 1 0 1 0 00000000000000000000000000000000
    2500.0ns 0 1 0 1 0 00000000000000000000000000000000
    2550.0ns 1 1 0 1 0 00000000000000000000000000000000
    2600.0ns 0 1 0 1 0 00000000000000000000000000000000
    2650.0ns 1 1 0 1 0 00000000000000000000000000000000
    2700.0ns 0 1 0 1 0 00000000000000000000000000000000
    2750.0ns 1 1 0 1 0 00000000000000000000000000000000
    2800.0ns 0 1 0 1 0 00000000000000000000000000000000
    2850.0ns 1 1 0 1 0 00000000000000000000000000000000
    2900.0ns 0 1 0 1 0 00000000000000000000000000000000
    2950.0ns 1 1 0 1 0 00000000000000000000000000000000
    3000.0ns 0 1 0 1 0 00000000000000000000000000000000
    3050.0ns 1 1 0 1 0 00000000000000000000000000000000
    3100.0ns 0 1 0 1 0 00000000000000000000000000000000
    3150.0ns 1 1 0 1 0 00000000000000000000000000000000
    3200.0ns 0 1 0 1 0 00000000000000000000000000000000
    3250.0ns 1 1 0 1 0 00000000000000000000000000000000
    3300.0ns 0 1 0 1 0 00000000000000000000000000000000
    3350.0ns 1 1 0 1 0 00000000000000000000000000000000
    3400.0ns 0 1 0 1 0 00000000000000000000000000000000
    3450.0ns 1 1 0 1 0 00000000000000000000000000000000
    3500.0ns 0 1 0 1 0 00000000000000000000000000000000
    3550.0ns 1 1 0 1 0 00000000000000000000000000000000
    3600.0ns 0 1 0 1 0 00000000000000000000000000000000
    3650.0ns 1 1 0 1 0 00000000000000000000000000000000
    3700.0ns 0 1 0 1 0 00000000000000000000000000000000
    3750.0ns 1 1 0 1 0 00000000000000000000000000000000
    3800.0ns 0 1 0 1 0 00000000000000000000000000000000
    3850.0ns 1 1 0 1 0 00000000000000000000000000000000
    3900.0ns 0 1 0 1 0 00000000000000000000000000000000
    3950.0ns 1 1 0 1 0 00000000000000000000000000000000
    4000.0ns 0 1 0 1 0 00000000101010011111101101010000
    4025.0ns 0 1 1 1 0 00000000101010011111101101010000
    4050.0ns 1 1 1 1 0 00000000101010011111101101010000
    4100.0ns 0 1 1 1 0 00111100100000110011010011001101
    4150.0ns 1 1 1 1 0 00111100100000110011010011001101
    4200.0ns 0 1 1 1 0 10111011000010011011111010110111
    4250.0ns 1 1 1 1 0 10111011000010011011111010110111
    4300.0ns 0 1 1 1 0 11100101101000010001101001111100
    4350.0ns 1 1 1 1 0 11100101101000010001101001111100
    4400.0ns 0 1 1 1 0 11110111110100100101101001001010
    4450.0ns 1 1 1 1 0 11110111110100100101101001001010
    4500.0ns 0 1 1 1 0 01111011010111001100111011000011
    4550.0ns 1 1 1 1 0 01111011010111001100111011000011
    4600.0ns 0 1 1 1 0 01010011100101111100011000101111
    4650.0ns 1 1 1 1 0 01010011100101111100011000101111
    4700.0ns 0 1 1 1 0 11111110101100100110000100100011
    4750.0ns 1 1 1 1 0 11111110101100100110000100100011
    4800.0ns 0 1 1 1 0 11000001011111110110110011100001
    4850.0ns 1 1 1 1 0 11000001011111110110110011100001
    4900.0ns 0 1 1 1 0 10011101001000000111000001111100
    4950.0ns 1 1 1 1 0 10011101001000000111000001111100
    5000.0ns 0 1 1 1 0 10011010111100000101011011000110
    5050.0ns 1 1 1 1 0 10011010111100000101011011000110
    5100.0ns 0 1 1 1 0 01011110100000100101010110001110
    5150.0ns 1 1 1 1 0 01011110100000100101010110001110
    5200.0ns 0 1 1 1 0 10101101111101001000011001101011
    5250.0ns 1 1 1 1 0 10101101111101001000011001101011
    5300.0ns 0 1 1 1 0 10101010111101111001111101111001
    5350.0ns 1 1 1 1 0 10101010111101111001111101111001
    5400.0ns 0 1 1 1 0 01110000111110101110100001001011
    5450.0ns 1 1 1 1 0 01110000111110101110100001001011
    5500.0ns 0 1 1 1 0 00110100100001101101110101011010
    5550.0ns 1 1 1 1 0 00110100100001101101110101011010
    5600.0ns 0 1 1 1 0 00010001011011111001010111111110
    5650.0ns 1 1 1 1 0 00010001011011111001010111111110
    5700.0ns 0 1 1 1 0 11100011001010011100001001010010
    5750.0ns 1 1 1 1 0 11100011001010011100001001010010
    5800.0ns 0 1 1 1 0 01000101110111010010010011000010
    5850.0ns 1 1 1 1 0 01000101110111010010010011000010
    5900.0ns 0 1 1 1 0 00100100101101000001100011110111
    5950.0ns 1 1 1 1 0 00100100101101000001100011110111
    6000.0ns 0 1 1 1 0 00111110110000111111000001111111
    6050.0ns 1 1 1 1 0 00111110110000111111000001111111
    6100.0ns 0 1 1 1 0 10111010101111010101010001111111
    6150.0ns 1 1 1 1 0 10111010101111010101010001111111
    6200.0ns 0 1 1 1 0 11101011101011010000010101000010
    6250.0ns 1 1 1 1 0 11101011101011010000010101000010
    6300.0ns 0 1 1 1 0 10101110010001001100110100001110
    6350.0ns 1 1 1 1 0 10101110010001001100110100001110
    6400.0ns 0 1 1 1 0 10011010000100110011110001110101
    6450.0ns 1 1 1 1 0 10011010000100110011110001110101
    6500.0ns 0 1 1 1 0 00110101000000110100001011101000
    6550.0ns 1 1 1 1 0 00110101000000110100001011101000
    6600.0ns 0 1 1 1 0 00001101111100001010000011001000
    6650.0ns 1 1 1 1 0 00001101111100001010000011001000
    6700.0ns 0 1 1 1 0 10100110010000100001010100110001
    6750.0ns 1 1 1 1 0 10100110010000100001010100110001
    6800.0ns 0 1 1 1 0 00110001010111010011000110101001
    6850.0ns 1 1 1 1 0 00110001010111010011000110101001
    6900.0ns 0 1 1 1 0 01011101010110011111011000000100
    6950.0ns 1 1 1 1 0 01011101010110011111011000000100
    7000.0ns 0 1 1 1 0 01101000001111000010110010110101
    7050.0ns 1 1 1 1 0 01101000001111000010110010110101
    7100.0ns 0 1 1 1 0 10010101001010111000110100110000
    7150.0ns 1 1 1 1 0 10010101001010111000110100110000
    7200.0ns 0 1 1 1 0 11110010110001001011011011010110
    7250.0ns 1 1 1 1 0 11110010110001001011011011010110
    7300.0ns 0 1 1 1 0 00111011101101010000001111111001
    7350.0ns 1 1 1 1 0 00111011101101010000001111111001
    7400.0ns 0 1 1 1 0 01000000001100111100100011101000
    7450.0ns 1 1 1 1 0 01000000001100111100100011101000
    7500.0ns 0 1 1 1 0 00110101111100011101111110111100
    7550.0ns 1 1 1 1 0 00110101111100011101111110111100
    7600.0ns 0 1 1 1 0 10001010100001011110110001110000
    7650.0ns 1 1 1 1 0 10001010100001011110110001110000
    7700.0ns 0 1 1 1 0 00111001000001001000010100000010
    7750.0ns 1 1 1 1 0 00111001000001001000010100000010
    7800.0ns 0 1 1 1 0 10001111011100000111101101100000
    7850.0ns 1 1 1 1 0 10001111011100000111101101100000
    7900.0ns 0 1 1 1 0 10010011101101111000110011110000
    7950.0ns 1 1 1 1 0 10010011101101111000110011110000
    8000.0ns 0 1 1 1 0 01101010101110111100111100001000
    8050.0ns 1 1 1 1 0 01101010101110111100111100001000
    8100.0ns 0 1 1 1 0 10010110101001010100100010011111
    8150.0ns 1 1 1 1 0 10010110101001010100100010011111
    8200.0ns 0 1 1 1 0 10001101000000101110000101110010
    8250.0ns 1 1 1 1 0 10001101000000101110000101110010
    8300.0ns 0 1 1 1 0 10001100001001011101000111000011
    8350.0ns 1 1 1 1 0 10001100001001011101000111000011
    8400.0ns 0 1 1 1 0 01011100000100110010101100010101
    8450.0ns 1 1 1 1 0 01011100000100110010101100010101
    8500.0ns 0 1 1 1 0 10100101001001101011000001100110
    8550.0ns 1 1 1 1 0 10100101001001101011000001100110
    8600.0ns 0 1 1 1 0 01000100100010011001011100010111
    8650.0ns 1 1 1 1 0 01000100100010011001011100010111
    8700.0ns 0 1 1 1 0 10001011000101011000010111001011
    8750.0ns 1 1 1 1 0 10001011000101011000010111001011
    8800.0ns 0 1 1 1 0 00001001001101010011111000111100
    8850.0ns 1 1 1 1 0 00001001001101010011111000111100
    8900.0ns 0 1 1 1 0 01110001111111001010101100111100
    8950.0ns 1 1 1 1 0 01110001111111001010101100111100
    9000.0ns 0 1 1 1 0 01000110111100001000110011000000
    9050.0ns 1 1 1 1 0 01000110111100001000110011000000
    9100.0ns 0 1 1 1 0 00101100010110010111010100010011
    9150.0ns 1 1 1 1 0 00101100010110010111010100010011
    9200.0ns 0 1 1 1 0 01111001011100110101101101101110
    9250.0ns 1 1 1 1 0 01111001011100110101101101101110
    9300.0ns 0 1 1 1 0 11000100011100000111100011000001
    9350.0ns 1 1 1 1 0 11000100011100000111100011000001
    9400.0ns 0 1 1 1 0 01011100110010101101011111000010
    9450.0ns 1 1 1 1 0 01011100110010101101011111000010
    9500.0ns 0 1 1 1 0 01110101000111010110101110110000
    9550.0ns 1 1 1 1 0 01110101000111010110101110110000
    9600.0ns 0 1 1 1 0 10010101111011010001011101010101
    9650.0ns 1 1 1 1 0 10010101111011010001011101010101
    9700.0ns 0 1 1 1 0 11011000001111101010001111100001
    9750.0ns 1 1 1 1 0 11011000001111101010001111100001
    9800.0ns 0 1 1 1 0 00000011010101111100101110001100
    9850.0ns 1 1 1 1 0 00000011010101111100101110001100
    9900.0ns 0 1 1 1 0 00111011101011110100010101110001
    9950.0ns 1 1 1 1 0 00111011101011110100010101110001
   10000.0ns 0 1 1 1 0 00000001111111101110011010011100
   10050.0ns 1 1 1 1 0 00000001111111101110011010011100
   10100.0ns 0 1 1 1 0 00100000000100110000110010000000
   10150.0ns 1 1 1 1 0 00100000000100110000110010000000
   10200.0ns 0 1 1 1 0 01100100011011101001100101101100
   10250.0ns 1 1 1 1 0 01100100011011101001100101101100
   10300.0ns 0 1 1 1 0 10000010101000011011111101001100
   10350.0ns 1 1 1 1 0 10000010101000011011111101001100
   10400.0ns 0 1 1 1 0 00100101001000011000110000111000
   10450.0ns 1 1 1 1 0 00100101001000011000110000111000
   10500.0ns 0 1 1 1 0 01001011011011001000011101111110
   10550.0ns 1 1 1 1 0 01001011011011001000011101111110
   10600.0ns 0 1 1 1 0 10100101101111100110100011011100
   10650.0ns 1 1 1 1 0 10100101101111100110100011011100
   10700.0ns 0 1 1 1 0 11000001001100100001101000010011
   10750.0ns 1 1 1 1 0 11000001001100100001101000010011
   10800.0ns 0 1 1 1 0 10000110000011111101000000000001
   10850.0ns 1 1 1 1 0 10000110000011111101000000000001
   10900.0ns 0 1 1 1 0 01101011011011100001011000011011
   10950.0ns 1 1 1 1 0 01101011011011100001011000011011
   11000.0ns 0 1 1 1 0 00100001100111101000110100001110
   11050.0ns 1 1 1 1 0 00100001100111101000110100001110
   11100.0ns 0 1 1 1 0 01110111011010010100010010101001
   11150.0ns 1 1 1 1 0 01110111011010010100010010101001
   11200.0ns 0 1 1 1 0 11100010010101111001010001001110
   11250.0ns 1 1 1 1 0 11100010010101111001010001001110
   11300.0ns 0 1 1 1 0 00101010011110101000011100011101
   11350.0ns 1 1 1 1 0 00101010011110101000011100011101
   11400.0ns 0 1 1 1 0 01010100011010101100101100010011
   11450.0ns 1 1 1 1 0 01010100011010101100101100010011
   11500.0ns 0 1 1 1 0 00111111001011111110010000011101
   11550.0ns 1 1 1 1 0 00111111001011111110010000011101
   11600.0ns 0 1 1 1 0 10010011011000100001100101101010
   11650.0ns 1 1 1 1 0 10010011011000100001100101101010
   11700.0ns 0 1 1 1 0 10000010001100110011111011111001
   11750.0ns 1 1 1 1 0 10000010001100110011111011111001
   11800.0ns 0 1 1 1 0 01001011111111101011010100011101
   11850.0ns 1 1 1 1 0 01001011111111101011010100011101
   11900.0ns 0 1 1 1 0 11001001000010111010000101001011
   11950.0ns 1 1 1 1 0 11001001000010111010000101001011
   12000.0ns 0 1 1 1 0 11100001110101000000001110000001
   12050.0ns 1 1 1 1 0 11100001110101000000001110000001
   12100.0ns 0 1 1 1 0 01011110100100001001110111110110
   12150.0ns 1 1 1 1 0 01011110100100001001110111110110
   12200.0ns 0 1 1 1 0 01100000100000100011011001001110
   12250.0ns 1 1 1 1 0 01100000100000100011011001001110
   12300.0ns 0 1 1 1 0 01110010001011000101001001110101
   12350.0ns 1 1 1 1 0 01110010001011000101001001110101
   12400.0ns 0 1 1 1 0 10000011010101001011111100011010
   12450.0ns 1 1 1 1 0 10000011010101001011111100011010
   12500.0ns 0 1 1 1 0 11110110001010001010001011010010
   12550.0ns 1 1 1 1 0 11110110001010001010001011010010
   12600.0ns 0 1 1 1 0 10111001011001000101111111100100
   12650.0ns 1 1 1 1 0 10111001011001000101111111100100
   12700.0ns 0 1 1 1 0 10011101001000100100100000000111
   12750.0ns 1 1 1 1 0 10011101001000100100100000000111
   12800.0ns 0 1 1 1 0 10110000010110101101100111101010
   12850.0ns 1 1 1 1 0 10110000010110101101100111101010
   12900.0ns 0 1 1 1 0 01000101010101110000010001111001
   12950.0ns 1 1 1 1 0 01000101010101110000010001111001
   13000.0ns 0 1 1 1 0 11110001101011111000101011000010
   13050.0ns 1 1 1 1 0 11110001101011111000101011000010
   13100.0ns 0 1 1 1 0 10001101100101111001000000101101
   13150.0ns 1 1 1 1 0 10001101100101111001000000101101
   13200.0ns 0 1 1 1 0 01111011101001000001111111000110
   13250.0ns 1 1 1 1 0 01111011101001000001111111000110
   13300.0ns 0 1 1 1 0 11001101101011100110001100100000
   13350.0ns 1 1 1 1 0 11001101101011100110001100100000
   13400.0ns 0 1 1 1 0 00010001001001100111111001010011
   13450.0ns 1 1 1 1 0 00010001001001100111111001010011
   13500.0ns 0 1 1 1 0 10011111011001001111001111001011
   13550.0ns 1 1 1 1 0 10011111011001001111001111001011
   13600.0ns 0 1 1 1 0 01001010100110111010010010111100
   13650.0ns 1 1 1 1 0 01001010100110111010010010111100
   13700.0ns 0 1 1 1 0 00101100100100000010111001010001
   13750.0ns 1 1 1 1 0 00101100100100000010111001010001
   13800.0ns 0 1 1 1 0 11000101000001111111101100010001
   13850.0ns 1 1 1 1 0 11000101000001111111101100010001
   13900.0ns 0 1 1 1 0 00110111010100111100101011111000
   13950.0ns 1 1 1 1 0 00110111010100111100101011111000
   14000.0ns 0 1 1 1 0 10010010001001111111011001111011
   14050.0ns 1 1 1 1 0 10010010001001111111011001111011
   14100.0ns 0 1 1 1 0 00010011011011000100011100011110
   14150.0ns 1 1 1 1 0 00010011011011000100011100011110
   14200.0ns 0 1 1 1 0 01101111101010111111010000111111
   14250.0ns 1 1 1 1 0 01101111101010111111010000111111
   14300.0ns 0 1 1 1 0 00111101000000011000110001001101
   14350.0ns 1 1 1 1 0 00111101000000011000110001001101
   14400.0ns 0 1 1 1 0 11011000111001011100100110110111
   14450.0ns 1 1 1 1 0 11011000111001011100100110110111
   14500.0ns 0 1 1 1 0 00011111001111001101011101000100
   14550.0ns 1 1 1 1 0 00011111001111001101011101000100
   14600.0ns 0 1 1 1 0 11001011111010010111101010111110
   14650.0ns 1 1 1 1 0 11001011111010010111101010111110
   14700.0ns 0 1 1 1 0 11011000110111011100100011110000
   14750.0ns 1 1 1 1 0 11011000110111011100100011110000
   14800.0ns 0 1 1 1 0 11010010111000101101010100111010
   14850.0ns 1 1 1 1 0 11010010111000101101010100111010
   14900.0ns 0 1 1 1 0 00110100001100101001100100111101
   14950.0ns 1 1 1 1 0 00110100001100101001100100111101
   15000.0ns 0 1 1 1 0 10001100111001011000100111001000
   15050.0ns 1 1 1 1 0 10001100111001011000100111001000
   15100.0ns 0 1 1 1 0 00110110101000111011010111000111
   15150.0ns 1 1 1 1 0 00110110101000111011010111000111
   15200.0ns 0 1 1 1 0 11000001110010000001010101101110
   15250.0ns 1 1 1 1 0 11000001110010000001010101101110
   15300.0ns 0 1 1 1 0 00001100010010110011110101110010
   15350.0ns 1 1 1 1 0 00001100010010110011110101110010
   15400.0ns 0 1 1 1 0 00000000100100111010000101110111
   15450.0ns 1 1 1 1 0 00000000100100111010000101110111
   15500.0ns 0 1 1 1 0 10100111100101010000100100101000
   15550.0ns 1 1 1 1 0 10100111100101010000100100101000
   15600.0ns 0 1 1 1 0 10010100001110111100010001101110
   15650.0ns 1 1 1 1 0 10010100001110111100010001101110
   15700.0ns 0 1 1 1 0 01010011110110000010110110111000
   15750.0ns 1 1 1 1 0 01010011110110000010110110111000
   15800.0ns 0 1 1 1 0 11001010111110010010101111100100
   15850.0ns 1 1 1 1 0 11001010111110010010101111100100
   15900.0ns 0 1 1 1 0 01011111001101100011011000111001
   15950.0ns 1 1 1 1 0 01011111001101100011011000111001
   16000.0ns 0 1 1 1 0 01001110101011000110010011100001
   16050.0ns 1 1 1 1 0 01001110101011000110010011100001
   16100.0ns 0 1 1 1 0 00101101101111011111110101111010
   16150.0ns 1 1 1 1 0 00101101101111011111110101111010
   16200.0ns 0 1 1 1 0 00010000001111010011011110010000
   16250.0ns 1 1 1 1 0 00010000001111010011011110010000
   16300.0ns 0 1 1 1 0 01111110100100100101011101010001
   16350.0ns 1 1 1 1 0 01111110100100100101011101010001
   16400.0ns 0 1 1 1 0 11010000010110010111011111110101
   16450.0ns 1 1 1 1 0 11010000010110010111011111110101
   16500.0ns 0 1 1 1 0 01100010010011000011010110110011
   16550.0ns 1 1 1 1 0 01100010010011000011010110110011
   16600.0ns 0 1 1 1 0 01011010101110110110011111100011
   16650.0ns 1 1 1 1 0 01011010101110110110011111100011
   16700.0ns 0 1 1 1 0 01110111001110111110001101100100
   16750.0ns 1 1 1 1 0 01110111001110111110001101100100
   16800.0ns 0 1 1 1 0 00101000011100111111101011100100
   16850.0ns 1 1 1 1 0 00101000011100111111101011100100
   16900.0ns 0 1 1 1 0 11100110110100101000100111110000
   16950.0ns 1 1 1 1 0 11100110110100101000100111110000
   17000.0ns 0 1 1 1 0 10011101111011010001100101010000
   17050.0ns 1 1 1 1 0 10011101111011010001100101010000
   17100.0ns 0 1 1 1 0 01000001001011011100100010001101
   17150.0ns 1 1 1 1 0 01000001001011011100100010001101
   17200.0ns 0 1 1 1 0 11010100100101110100001100001010
   17250.0ns 1 1 1 1 0 11010100100101110100001100001010
   17300.0ns 0 1 1 1 0 10001100011000011001011000110000
   17350.0ns 1 1 1 1 0 10001100011000011001011000110000
   17400.0ns 0 1 1 1 0 10011001000010100001010010000010
   17450.0ns 1 1 1 1 0 10011001000010100001010010000010
   17500.0ns 0 1 1 1 0 01100101110001111101000000010100
   17550.0ns 1 1 1 1 0 01100101110001111101000000010100
   17600.0ns 0 1 1 1 0 00000010101010111110010100111010
   17650.0ns 1 1 1 1 0 00000010101010111110010100111010
   17700.0ns 0 1 1 1 0 11010111011011010100110101000010
   17750.0ns 1 1 1 1 0 11010111011011010100110101000010
   17800.0ns 0 1 1 1 0 11000101100000100010001001100101
   17850.0ns 1 1 1 1 0 11000101100000100010001001100101
   17900.0ns 0 1 1 1 0 01101000101010100111001000101100
   17950.0ns 1 1 1 1 0 01101000101010100111001000101100
   18000.0ns 0 1 1 1 0 10001000011011010101000011100101
   18050.0ns 1 1 1 1 0 10001000011011010101000011100101
   18100.0ns 0 1 1 1 0 00111101101000111100000010110100
   18150.0ns 1 1 1 1 0 00111101101000111100000010110100
   18200.0ns 0 1 1 1 0 01101010011011100101111110001111
   18250.0ns 1 1 1 1 0 01101010011011100101111110001111
   18300.0ns 0 1 1 1 0 11001110110011110100000011001000
   18350.0ns 1 1 1 1 0 11001110110011110100000011001000
   18400.0ns 0 1 1 1 0 10011010101011111110010000001110
   18450.0ns 1 1 1 1 0 10011010101011111110010000001110
   18500.0ns 0 1 1 1 0 11101010111100111010111110111000
   18550.0ns 1 1 1 1 0 11101010111100111010111110111000
   18600.0ns 0 1 1 1 0 10011110011110000100001000000000
   18650.0ns 1 1 1 1 0 10011110011110000100001000000000
   18700.0ns 0 1 1 1 0 01000010001001010011100001011001
   18750.0ns 1 1 1 1 0 01000010001001010011100001011001
   18800.0ns 0 1 1 1 0 00011100100110000010110111110100
   18850.0ns 1 1 1 1 0 00011100100110000010110111110100
   18900.0ns 0 1 1 1 0 01101011011101101011101100000110
   18950.0ns 1 1 1 1 0 01101011011101101011101100000110
   19000.0ns 0 1 1 1 0 10000001100000111011011011010011
   19050.0ns 1 1 1 1 0 10000001100000111011011011010011
   19100.0ns 0 1 1 1 0 01100101110001101110100111010101
   19150.0ns 1 1 1 1 0 01100101110001101110100111010101
   19200.0ns 0 1 1 1 0 01001000111101101001100000010111
   19250.0ns 1 1 1 1 0 01001000111101101001100000010111
   19300.0ns 0 1 1 1 0 00110001100101010010011110110111
   19350.0ns 1 1 1 1 0 00110001100101010010011110110111
   19400.0ns 0 1 1 1 0 01100111011001110111010001101010
   19450.0ns 1 1 1 1 0 01100111011001110111010001101010
   19500.0ns 0 1 1 1 0 11101100011101110010011001011011
   19550.0ns 1 1 1 1 0 11101100011101110010011001011011
   19600.0ns 0 1 1 1 0 00100011101110111010011000100001
   19650.0ns 1 1 1 1 0 00100011101110111010011000100001
   19700.0ns 0 1 1 1 0 11010011010101101000101010110100
   19750.0ns 1 1 1 1 0 11010011010101101000101010110100
   19800.0ns 0 1 1 1 0 01110100011001011010011011111000
   19850.0ns 1 1 1 1 0 01110100011001011010011011111000
   19900.0ns 0 1 1 1 0 00001101000011000110001011010010
   19950.0ns 1 1 1 1 0 00001101000011000110001011010010
   20000.0ns 0 1 1 1 0 11100001010010011100010100110010
   20050.0ns 1 1 1 1 0 11100001010010011100010100110010
   20100.0ns 0 1 1 1 0 00100101011001100110011111011010
   20150.0ns 1 1 1 1 0 00100101011001100110011111011010
   20200.0ns 0 1 1 1 0 01011101010010100111110101001000
   20250.0ns 1 1 1 1 0 01011101010010100111110101001000
   20300.0ns 0 1 1 1 0 00110001111110001001110100111100
   20350.0ns 1 1 1 1 0 00110001111110001001110100111100
   20400.0ns 0 1 1 1 0 01011011110001110110011101101001
   20450.0ns 1 1 1 1 0 01011011110001110110011101101001
   20500.0ns 0 1 1 1 0 01100101100111111100010110110000
   20550.0ns 1 1 1 1 0 01100101100111111100010110110000
   20600.0ns 0 1 1 1 0 01000000111100011100100000101110
   20650.0ns 1 1 1 1 0 01000000111100011100100000101110
   20700.0ns 0 1 1 1 0 11100001111001001000100000011000
   20750.0ns 1 1 1 1 0 11100001111001001000100000011000
   20800.0ns 0 1 1 1 0 11001110010011100100001001001001
   20850.0ns 1 1 1 1 0 11001110010011100100001001001001
   20900.0ns 0 1 1 1 0 00001010001100011111100000010111
   20950.0ns 1 1 1 1 0 00001010001100011111100000010111
   21000.0ns 0 1 1 1 0 01111001101111111110101000101001
   21050.0ns 1 1 1 1 0 01111001101111111110101000101001
   21100.0ns 0 1 1 1 0 11000101111001110111010011011100
   21150.0ns 1 1 1 1 0 11000101111001110111010011011100
   21200.0ns 0 1 1 1 0 11111110011011011100000101000001
   21250.0ns 1 1 1 1 0 11111110011011011100000101000001
   21300.0ns 0 1 1 1 0 00001101001111101011010011010101
   21350.0ns 1 1 1 1 0 00001101001111101011010011010101
   21400.0ns 0 1 1 1 0 00001110111000001101001110110111
   21450.0ns 1 1 1 1 0 00001110111000001101001110110111
   21500.0ns 0 1 1 1 0 01110001101101110000011001011000
   21550.0ns 1 1 1 1 0 01110001101101110000011001011000
   21600.0ns 0 1 1 1 0 10101101000001001000000110001011
   21650.0ns 1 1 1 1 0 10101101000001001000000110001011
   21700.0ns 0 1 1 1 0 01100101111101101111001011011011
   21750.0ns 1 1 1 1 0 01100101111101101111001011011011
   21800.0ns 0 1 1 1 0 01111111000101011001010110010001
   21850.0ns 1 1 1 1 0 01111111000101011001010110010001
   21900.0ns 0 1 1 1 0 00110010011101101001101010000001
   21950.0ns 1 1 1 1 0 00110010011101101001101010000001
   22000.0ns 0 1 1 1 0 00111011010110000000110100111010
   22050.0ns 1 1 1 1 0 00111011010110000000110100111010
